IDD;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;Titel;Alternativtitel;Umfang;Format;Sprache; Anmerkung;USTC_Subject
IDD-240;null;null;null;null;null;752706;Schöner (2002) 397-399, Nr. 66;null;null;ff. (1);Einblattdruck;Deutsch;Holzschnitt, typographischer Text, 6 und 76 Verse von Hans Sachs. Transkription bei Schöner (2002) 397-399, Nr. 66. Abb.: Schöner (2002) 228, nach: Geisberg-Strauß, G. 813. Exemplar: Deutschland, Hamburg Kunsthalle, Kupferstichkabinett;Adages and Emblem books
IDD-241;1577;ia00542000;A-453;null;null;760160;Schreckenberg III (1994) 536-539. Floerken 19;Fortalitium fidei;null;ff. (250);2°;Latein;Signaturen aa–r8 s–v6 A–L8;Religious
IDD-243;9085;id00378000;null;null;null;760817;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. IV. Sententiarum cum textu Petri Lombardi. Hrsg. Johannes Grillot und Antonius Capellus. ;ff. (316);2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";(1) Religious. (2) Philosophy and Morality
IDD-244;4453;ib00728800;null;null;null;765580;Schreckenberg III (1994) 399-400;Decamerone;Livre de cent nouvelles (French);ff. (278);2°;Französisch;Signaturen a6 b4 b–p8 q4 A–T8. Übersetzung ins Französische;Literature
IDD-245;M45807;id00166100;null;null;null;765846;Cardelle de Hartmann, Carmen: El Dialogus pro ecclesia contra synagogam impreso por Pablo Hurus: autoria, fecha y transmisión manuscrita. In: Sefarad Bd. 62 (2002) S. 3-20. Cardelle de Hartmann, Carmen: Drei Schriften mit dem Titel Pharetra fidei. In: Aschkenas Bd. 11 (2001) S. 327-349. Cardelle de Hartmann, Carmen: Lateinische Dialoge, R 26;Dialogus pro Ecclesia contra Synagogam;Dialogus pro Ecclesia contra Synagogam. Ed: Gonzalo Garcia de Santa Maria;ff. (44);4°;Latein;Signaturen: a-e8 f4;null
IDD-247;4454;ib00731500;null;null;null;766936;Schreckenberg III (1994) 399-400;Decamerone;Ciento novelas (Spanish) ;ff. (202);2°;Spanisch;Übersetzung ins Spanische;Literature
IDD-248;M39887;is00111000;null;null;null;767009;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;ff. (26);4°;Latein;Ausstattung: mit Rubrikationen (GW-MS);Religious
IDD-250;M26694;in00147500;null;null;null;767141;Schreckenberg III (1994) 382-387. Floerken 22-23;(1) Contra perfidiam Judaeorum. (2) Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judeos;ff. (28);8°;Latein;1. Antijüdische Schrift. Gosselin 112, Copinger 3724 ;Religious
IDD-251;IV Sp.264a;ib00729000;null;null;null;767362;Schreckenberg III (1994) 399-400;Decamerone;Les Cent cent nouvelles;null;2°;Französisch;Übersetzung ins Französische;Literature
IDD-252;2 Sp.114a;ia00543500;null;null;null;768267;Schreckenberg III (1994) 536-539. Floerken 19;Fortalitium fidei;null;null;8°;Latein;null;Religious
IDD-253;M39827;is00115000;null;null;null;768280;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant. (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis. (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistola contra Judaeorum errores (Tr: Alphonsus Boni Hominis);ff. (18);8°;Latein;"ISTC: ""Date and assignment to printer by D.J. Shaw""";Religious
IDD-254;IV Sp.264b;ib00729300;null;null;null;768440;Schreckenberg III (1994) 399-400;Decamerone;Livre de cent nouvelles;null;2°;Französisch;Übersetzung ins Französische;Literature
IDD-255;null;null;null;null;null;800193;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 58444;Tractatulus valde utilis ad convincendum Iudeos de errore suo: quem habent de messia ad huc venturo: et observantia legis Mosayce. Epistola Pilati Tiberio imperatori de Christo;null;ff. 32;8°;Latein;Exemplar: British Library, Shelfmark: 4033.de.22.. Trento, Italy, Biblioteca comunale, Shelfmark: SALA TRENTINA 2° P.t-G 1 f60;Religious
IDD-256;null;null;null;null;null;800541;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 41160. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE041160;Disputatio unius mercatoris Ianuensis facta Maiorice contra quosdam sapientissimos Iudeos de Messia;null;ff. (30);8°;Latein;null;null
IDD-257;null;null;null;null;null;812916;null;Sal foederis contra Judaeos;null;ff. (8) 56;4°;null;Exemplar: Versailles, France. Bibliothèque municipale. Shelfmark: Inc. M 104;null
IDD-258;null;null;null;null;null;813771;Schreckenberg III (1994) 595. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 5286. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: BVEE019495;Aculeus contra Judeos;Tractatus de non mutando Paschate: & contra servile pecus Iudeorum aculeus a magistro Cypriano Beneti doctore Parisiensis nuperrime editus;ff. (72);4°;Latein;Signaturen a-s4;Religious
IDD-259;null;null;null;null;null;814356;València, Spain, Real Colegio de las Escuelas Pías. Biblioteca de los Padres Escolapios, Shelfmark: XVI/418;Opus de arcanis catholicae veritatis;null;null;2°;Latein;https://opacplus.bsb-muenchen.de/title/BV001422481. spätere Auflagen: VD16 C 4615 + R 1237;null
IDD-260;null;null;null;null;null;814733;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6245. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006245;Decamerone;Il Decamerone de messer Giovanni Bocaccio novamente stampato con tre novelle agiunte;ff. (4) CXXI;2°;Italienisch;Signaturen 2a4 A-O8 P10. ;Literature
IDD-261;null;null;null;null;null;814745;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 24078. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: TO0E108243;Decamerone;Il Decamerone di m. Giovanni Boccaccio. novamente corretto con tre novelle aggiunte;ff. 317 (9);4°;Italienisch;Signaturen a-z8 A-N8 O10 P8 R4 S8 (R4 blank). ;Literature
IDD-262;null;null;null;null;null;814759;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6231. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006231;Decamerone;Decamerone over Cento novelle;ff. 125 (1);2°;Italienisch;null;Literature
IDD-263;null;null;null;null;null;814767;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6239. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006239;Decamerone;Il Decamerone;ff. (2) CCCLII (9);4°;Italienisch;Signaturen A-X8 2A-2X8 3A8 3B12 (cross)8. ;Literature
IDD-264;null;null;null;null;null;814768;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6240. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006240;Decamerone;Il Decamerone nuovamente stampato con tre novelle aggiunte;ff. (8) 329 (1);4°;Italienisch;Signaturen 2A8 a-z8 &8 (cum)8 (R with cross stroke)8 A-O8 P10. ;Literature
IDD-265;null;null;null;null;null;814778;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6263. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006263;Decamerone;Il Decamerone;ff. (8) 340 (= 328);8°;Italienisch;Signaturen (cross)8 A6 B-Z8 2A-2R8 2S10. ;Literature
IDD-266;null;null;null;null;null;814779;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6264. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006264;Decamerone;Il Decamerone novamente stampato con tre novelle agiunte;ff. (4) 128;2°;Italienisch;null;Literature
IDD-267;null;null;null;null;null;814783;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6269. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006269;Decamerone;Il Decamerone di m. Giovanni Boccaccio novamente stampato et con somma diligentia corretto;ff. 396 (8);8°;Italienisch;Signaturen A-Z8 2A-2Z8 3A-3B8 3C12. ²2A8. ;Literature
IDD-268;null;null;null;null;null;814784;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 24078. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: TO0E108243;Decamerone;Il Decamerone;ff. (8) 284;4°;Italienisch;Signaturen 2A8 (-2A8) a-(R with cross stroke)8 A-I8. ;Literature
IDD-269;null;null;null;null;null;814785;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6271;Decamerone;Il Decamerone di m. Giovanni Boccaccio nuovamente corretto et con diligentia stampato;ff. (7) 284;4°;Italienisch;null;Literature
IDD-270;null;null;null;null;null;814791;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 56956;Decamerone;Il Decamerone;null;null;Italienisch;null;Literature
IDD-271;null;null;null;null;null;814795;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6279;Decamerone;Il Decamerone;ff. 456 (8);8°;Italienisch;Signaturen 2a4 A-O8 P10. ;Literature
IDD-272;null;null;null;null;null;814796;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6278. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006279;Decamerone;Il Decamerone;ff. 455 (10);8°;Italienisch;Signaturen A-Z8 2A-2Z8 3A-3L8 *8. ;Literature
IDD-273;null;null;null;null;null;816446;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 7180. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE007180;Opusculum lepidissimum ac pene divinum domini Antonii Bonromei comitis, et equitis artiumque ac iuris utriusque eximii, de Christiana religione contra Hebraeos;null;ff. (24);4°;Latein;Signaturen A-F4;Religious
IDD-274;null;null;null;null;null;831362;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 20134. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: RMLE005370;Opus toti christianae reipublicae maxime utile, de arcanis catholicae veritatis, contra obstinatissimam Iudaeorum nostrae tempestatis perfidiam. Ex Talmud, aliisque hebraicis libris nuper excerptum: et quadruplici linguarum genere eleganter congestum;null;null;2°;(1) Latein (2) Hebräisch;Pfeferkorn-Reuchlin-Debatte, Reuchlinist. Signaturen: a-z6 &6 (cum)6 (R with cross stroke)6 A-Z6 2A-2C6. enthält hebräische Schriftzeichen;Religious
IDD-275;null;null;null;null;null;852440;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 49859;De sexcentum et tredecim mosaice sanctionis edictis. Philosophica, prophetica ac talmudistica (pro christiana veritate tuenda) cum iuniori Hebraeorum synagoga disputatio. In cabalistarum seu allegorizantium eruditionem ysagoge. De novemdoctrinarum ordinibus et totius perypatetici dogmatis nexu compendium: conclusiones atque oratio;null;4 pt.;4°;Latein;null;Religious
IDD-276;null;null;null;null;null;854406;Schreckenberg III (1994) 391-393. USTC-References: Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 53699. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: RMLE033515;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Requisitioni profundissime, et argumenti subtilissimi, del sapiente hebreo magistro Samuel per li quali lucidissimamente se vede la fede christiana (a confusio de Hebrei populo dure cervicis) esser quella la quale hereditar fa la vera terra de promissione cioe sempiterna gloria;ff. (40);8°;Italienisch;Übersetzung ins Italienische;Religious
IDD-277;null;null;null;null;null;854407;Schreckenberg III (1994) 391-393. USTC-References: Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 59596. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: PUVE010154;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Requisitioni profundissime, et argumenti subtilissimi, del sapiente hebreo magistro Samuel per liquali lucidissimamente se vede, la fede christiana (a confusion de hebrei populo dure cervicis) esser quella laquale hereditar fa la vera terra de promissione cioe sempiterna gloria;ff. (40);8°;Latein;null;Religious
IDD-278;null;null;null;null;null;854408;Schreckenberg III (1994) 391-393. USTC-References: Censimento nazionale delle edizioni italiane del XVI secolo. Reference: 30029;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Tractatus rabby Samuelis, errorem Iudaeorum indicans;ff. (32);8°;Latein;null;null
IDD-279;null;null;null;null;null;854409;Schreckenberg III (1994) 391-393. USTC-References: Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 28188. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: RMLE033514;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Tractatus Rabby Samuelis, errorem Iudeorum indicans;ff. (32);8°;Latein;Übersetzung ins Italienische;Religious
IDD-280;null;null;null;null;null;854410;Schreckenberg III (1994) 391-393. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 37603. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: PUVE016702;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Tractatus Rabby Samuelis errorum iudeorum indicans ad convincendum iudeos de errore suo: que habent de Messia adhuc venturo et observantia legis Mosayce;ff. (24);8°;Latein;Signaturen A-C8;null
IDD-281;M47699;it00488500;null;null;null;990310;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 8;4°;Latein;betrifft den Ritualmord an Simon von Trient. ISTC verweist auf: Fava, Mariano and Bresciano, Giovanni. La stampa a Napoli nel XV secolo. 2 vols. Leipzig, 1911-12. (Sammlung bibliothekswissenschaftlicher Arbeiten, 32-33). 101;Religious
IDD-282;M47701;it00488000;null;null;null;990311;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 6;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15650;Religious
IDD-283;M47707;it00487000;null;null;null;990312;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 6;4°;Latein;Signaturen (a6). betrifft den Ritualmord an Simon von Trient. Hain 15655;Religious
IDD-284;M47702;it00486500;null;null;null;990313;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 8;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15653 und GW M47702, aber ISTC it00482600 (gedruckt nach 1475-04-04) und ISTC it00486500 (gedruckt am 1475-06-20), ISTC ordnet Hain 15653  dem Druck ISTC it00482600 zu.;Religious
IDD-285;M47705;it00486000;T-483;null;null;990314;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 6;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15656;Religious
IDD-286;M47712;it00485500;null;null;null;990315;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);Relatio de Simone puero tridentino. Add: Raphael Zovenzonius: Epistola Nicolao Jensoni. Carmen ad Johannem Hinderbachium. Johannes Hinderbachius: Epistola Raphaeli Zovenzonio;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient. gedruckt mit Raphael Zovenzonius (GND 12907649X), Epistola Nicolao Jensoni. Carmen ad Johannem Hinderbachium. Johannes Hinderbachius (GND 118915967), Epistola Raphaeli Zovenzonio;Religious
IDD-288;M47703;it00484000;T-479;null;null;990317;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 4;4°;Latein;Signaturen (a4). betrifft den Ritualmord an Simon von Trient. Hain 15652;Religious
IDD-289;M47702;it00482600;null;null;null;990318;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 8;4°;Latein;Signaturen (a8). betrifft den Ritualmord an Simon von Trient. Hain 15653 und GW M47702, aber ISTC it00482600 (gedruckt nach 1475-04-04) und ISTC it00486500 (gedruckt am 1475-06-20), ISTC ordnet Hain 15653  dem Druck ISTC it00482600 zu.;Religious
IDD-290;M47698;it00482500;null;null;null;990319;null;(1) Relatio de Simone puero tridentino (ISTC). (2) De Simone puero tridentino (GW);null;ff. 8;4°;Latein;Signaturen (a8). betrifft den Ritualmord an Simon von Trient. Hain 15651;Religious
IDD-291;M47718;it00481000;T-478;null;null;990320;null;Historia completa de passione et obitu pueri Simonis. Miracula beati Simonis. Lamentationes beati Simonis ('Sum puer ille Simon');null;ff. 12;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15661;Religious
IDD-292;M4223910;it00479500;T-12;null;null;990321;null;(1) Epitaphium S. Simonis Tridentini (GW). (2) Epitaphium gloriosi pueri Simonis Tridentini novi martyris (Lamentationes beati Simonis ('Sum puer ille Simon')) (ISTC);null;ff. (1);Einblattdruck;Latein;betrifft den Ritualmord an Simon von Trient. Holzschnitte. ISTC benennt Autor. VE15 T-12 & fig.93. Holzschnitt;Funeral orations
IDD-293;M47720;it00479000;null;null;null;990322;null;Epigrammata aliaque carmina in beatum Simonem (Lamentationes beati Simonis ('Sum puer ille Simon') etc);null;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient. Hain 15660. Signaturen a10;Religious
IDD-294;M46029;it00258000;T-236;null;null;990437;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;Opuscula (71). Mit Vita Sancti Thomae etc.;ff. (436);4°;Latein;Signatur: aa12 a–u8 x12 A–ZAA–GG8 HH12;Religious
IDD-295;M46033;it00257000;T-237;null;null;990438;Hans Otto Seitschek: Thomas von Aquin und die nichtchristlichen Religiousen, in: Freiburger Zeitschrift für Theologie und Philosophie (FZPhTh), 53 (2006) 1/2, S. 7-20. Schreckenberg III (1994) 249-259.;(1) Epistola ad ducissam Brabantie. (2) De regimine Judaeorum;Opuscula (73). Mit Vita Sancti Thomae etc.;ff. (342);2°;Latein;Signatur: aa12 a–u8 x12 A–ZAA–GG8 HH12;Religious
IDD-296;M42150;is00880000;S-397;null;null;990702;null;Conclusiones cum earum declarationibus super canonizatione Simonis Tridentini;null;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient, Hain 15203, Signaturen (a10);Religious
IDD-298;(1) M44475 = (2) M44473 ?;is00629000;null;null;null;990841;null;Historia S. Simonis Tridentini;Martyrium Sebastiani (i.e. Simonis Pueri) novelli trucidati a Judaeis cum processu Tridenti acto (Italian verse);ff. (42);4°;Italienisch;Signaturen ab8 c–e6 f8. betrifft den Ritualmord an Simon von Trient. Hain 14888;Religious
IDD-299;M44471;is00628000;null;null;null;990842;null;Historia S. Simonis Tridentini;Martyrium Sebastiani (i.e. Simonis Pueri) novelli trucidati a Judaeis cum processu Tridenti acto (Italian verse);ff. 6;4°;Italienisch;Signaturen (a6). betrifft den Ritualmord an Simon von Trient. Hain 14888;Religious
IDD-300;M42242;is00528700;null;null;null;990995;VL VIII 1260–1275. XI 1435–1436.;Tormenti del Beato Simone da Trento;null;null;4°;Italienisch;betrifft den Ritualmord an Simon von Trient. Hain 15550;Poetry
IDD-301;M42243;is00528500;null;null;null;990996;VL VIII 1260–1275. XI 1435–1436.;Carmina de martyrio eius et contra Judaeos;;null;4°;Italienisch;betrifft den Ritualmord an Simon von Trient. Hain 15550;Poetry
IDD-302;M4224310;is00528450;null;null;null;990997;VL VIII 1260–1275. XI 1435–1436.;Historia S. Simonis Tridentini;"(1) Storia del martirio ""Sempre sia laude a te padre signore"" (ISTC). (2) Storia del famicullo Simone in Trento (GW)";ff. 4;4°;Italienisch;Signaturen (a4). betrifft den Ritualmord an Simon von Trient. https://www.gesamtkatalogderwiegendrucke.de/docs/SIMON.htm;Religious
IDD-303;M42239;is00528800;H-308;null;null;990998;VL VIII 1260–1275. XI 1435–1436.;Historia S. Simonis Tridentini;Historie von Simon zu Trient;ff. 14;2°;Deutsch;Signaturen a8 b6. betrifft den Ritualmord an Simon von Trient. Hain 7733. https://www.gesamtkatalogderwiegendrucke.de/docs/SIMON.htm;Poetry
IDD-307;M39852;is00105000;null;null;null;991384;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;null;4°;Latein;Ausstattung: Exemplar der BD Toledo mit farbigen Initialen;Religious
IDD-308;M39838;is00104800;A-441;null;null;991385;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistula rabbi Samuelis ad rabbi Isaac de adventu Messiae;ff. (40);4°;Latein;"BSB-Ink: ""Mit Widmungsbrief des Autors an Hugo de Vaucemain (GND: 102499985), General des Dominikanerordens, Fassung B (Kap. 1-27)""";Religious
IDD-312;M39850;is00116500;null;null;null;991389;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Tractato de requisitione;ff. (38);4°;Italienisch;Übersetzung ins Italienische. Ausstattung: Exemplar der StaBi Berlin mit farbigen Initialen;Religious
IDD-314;M29969;ip00202000;P-46;null;null;992447;Schreckenberg III (1994) 498-501;Scrutinium scripturarum;null;ff. (288);2°;Latein;Signaturen (a–z8 A–E10 F8);Religious
IDD-315;M26683;in00147000;null;null;null;992839;Schreckenberg III (1994) 382-387. Floerken 22-23. Gosselin 110, Copinger 3722. Unassigned in Goff, IGI assigns to the Printer of the Expositio Psalmorum (cf. BMC VI p.795);(1) Contra perfidiam Judaeorum. (2) Quaestio de probatione per scripturas a Judaeis receptas;Quaestiones disputatae contra Judaeos;ff. 22;4°;Latein;1. Antijüdische Schrift;Religious
IDD-316;M26685;in00146000;N-124;null;null;992840;Schreckenberg III (1994) 382-387. Floerken 22-23. Gosselin 115 , HC 10408. D. E. Rhodes: Towards an Identification of Proctor 7393. In: Gutenberg-Jb. 1963, S. 47–48.;(1) Contra perfidiam Judaeorum. (2) Quaestio de probatione per scripturas a Judaeis receptas;(1) Quaestiones disputatae contra Hebraeos (2) Quaestiones Judaicam perfidiam improbantes (BSB) (3) Quaestiones disputatae contra Judaeos (GW);ff. (44);4°;Latein;"1. Antijüdische Schrift. BSB-INK N-124 Beschreibung: ""Rubriziert. Ursprünglich Beiband eines Sammelbandes.""";Religious
IDD-327;M21883;im00380000;M-575.050;null;null;993115;Schreckenberg III (1994) 556;(1) De generatione aeterna et temporali Christi (ISTC). (2) De aeterna et temporali generatione Christi (GW);null;ff. 78;4°;Latein;Signaturen (a10 b–h8 ik6);Religious
IDD-329;M18706;il00280000;null;null;null;993526;?;Oratio Passionis dominicae coram Innocentio VIII habita contra Judaeorum perfidiam (USTC);null;ff. 12;4°;Latein;null;Religious
IDD-330;M18706;il00279000;L-224;null;null;993527;?;Oratio Passionis dominicae coram Innocentio VIII habita contra Judaeorum perfidiam (USTC);null;ff. 12;4°;Latein;null;Religious
IDD-331;M16478;ik00040900;null;null;null;993710;null;(1) Gedicht von dem getöteten Knaben Simon von Trient (ISTC) (2) Lied bzw. Reimlegende von Simon von Trient (GW);null;ff. 8;4°;Deutsch;betrifft den Ritualmord an Simon von Trient.;Religious
IDD-332;M14813;ij00441000 .;I-598;null;null;993955;null;Oratio de veri Messiae adventu;null;ff. 10;2°;Latein;Signatur (a10);Religious
IDD-333;M14294;ij00376000;null;null;null;993994;null;Prognosticon super Antichristi adventu Judaeorumque Messiae;null;ff. 12;4°;Latein;Signaturen (a-b6);Calendars and Prognostications
IDD-334;M15275;ii00189000;I-625;null;null;994158;?;De fide catholica contra Judaeos;null;ff. (38);4°;Latein;Signaturen (a-d8 e6);Religious
IDD-335;11345;ig00353000;G-250;null;null;994655;Schreckenberg III (1994) 569-571;(1) Liber de confutatione hebrayce secte. (2) De confutatione hebraicae sectae;null;ff. (168);4°;Latein;Signaturen (a4)ab6 c–x8;Religious
IDD-336;9070;id00395000;D-320 ?;null;null;995147;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;(1) Quodlibeta (USTC);ff. 116;4°;Latein;"fragliche Auflage: wirklich enthalten? Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-337;9082;id00386000;null;null;null;995155;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. III. Sententiarum;ff. (108);2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-338;9081;id00385000;null;null;null;995156;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. II. Sententiarum. Hrsg. Thomas Penketh;ff. (158);2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-339;9077;id00383000;D-307;null;null;995159;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;null;ff. 138;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Druck mit Privileg (Fulin 55).";(1) Religious. (2) Philosophy and Morality
